sample,species
040942.png,cupressaceae
037380.png,urticaceae
040934.png,poaceae
005550.png,alnus
025914.png,picea
043743.png,poaceae
062651.png,salix
105798.png,betula
076167.png,fraxinus
112310.png,alnus
085418.png,tilia
109154.png,salix
093119.png,fagus
098447.png,fraxinus
097151.png,salix
078903.png,pinus
005493.png,fraxinus
048409.png,poaceae
039622.png,carpinus
098512.png,alnus
051133.png,salix
025415.png,urticaceae
034083.png,betula
023587.png,urticaceae
025058.png,populus
000632.png,salix
068188.png,fagus
062006.png,tilia
004625.png,alnus
069424.png,fraxinus
029570.png,pinus
045149.png,cupressaceae
061557.png,alnus
079913.png,tilia
037526.png,urticaceae
026627.png,fraxinus
032420.png,salix
021360.png,carpinus
087941.png,populus
006923.png,urticaceae
075305.png,picea
102783.png,cupressaceae
072941.png,corylus
112623.png,populus
057010.png,fraxinus
041951.png,betula
011137.png,quercus
027789.png,salix
004137.png,quercus
028540.png,alnus
112496.png,picea
093493.png,fraxinus
006955.png,carpinus
077787.png,quercus
053897.png,urticaceae
052179.png,fagus
081627.png,quercus
080145.png,quercus
068641.png,salix
028057.png,tilia
032041.png,salix
051086.png,carpinus
088700.png,alnus
051604.png,picea
103642.png,salix
108180.png,corylus
059910.png,fagus
083271.png,populus
077255.png,corylus
059838.png,alnus
035552.png,pinus
110892.png,cupressaceae
029698.png,populus
005257.png,carpinus
093111.png,urticaceae
039616.png,betula
067337.png,poaceae
114188.png,fagus
056066.png,quercus
007690.png,betula
087679.png,corylus
020317.png,corylus
004921.png,poaceae
090453.png,pinus
075205.png,picea
001164.png,alnus
095913.png,corylus
009576.png,betula
068996.png,urticaceae
035904.png,populus
028403.png,corylus
072065.png,fagus
047207.png,tilia
110673.png,corylus
040075.png,urticaceae
061855.png,alnus
008914.png,fraxinus
030299.png,salix
081371.png,picea
096371.png,picea
042497.png,urticaceae
003058.png,pinus
100917.png,picea
037661.png,fraxinus
078161.png,populus
065870.png,pinus
084872.png,betula
064182.png,picea
099995.png,carpinus
013017.png,pinus
065814.png,cupressaceae
068682.png,quercus
055408.png,salix
096034.png,pinus
004181.png,fagus
111370.png,betula
046276.png,urticaceae
043360.png,poaceae
036764.png,cupressaceae
072510.png,alnus
079308.png,betula
103239.png,carpinus
094951.png,fraxinus
095555.png,fraxinus
109182.png,quercus
090277.png,pinus
076875.png,picea
112199.png,betula
027445.png,poaceae
007029.png,alnus
011176.png,corylus
097309.png,quercus
055109.png,populus
011728.png,cupressaceae
021857.png,pinus
104632.png,picea
010437.png,pinus
034163.png,alnus
107603.png,fagus
068598.png,salix
019920.png,alnus
036513.png,betula
008623.png,populus
108969.png,quercus
065231.png,populus
014018.png,alnus
046781.png,poaceae
028121.png,salix
097318.png,poaceae
057568.png,salix
091272.png,tilia
078981.png,alnus
049612.png,salix
090091.png,betula
023220.png,pinus
040158.png,alnus
002020.png,fagus
020606.png,pinus
107218.png,fraxinus
103243.png,cupressaceae
115186.png,fraxinus
080728.png,corylus
095637.png,cupressaceae
048728.png,alnus
112178.png,poaceae
035554.png,alnus
070462.png,carpinus
035819.png,fagus
013644.png,pinus
040659.png,alnus
011762.png,poaceae
088912.png,poaceae
054824.png,salix
025770.png,tilia
094787.png,populus
060272.png,cupressaceae
041104.png,alnus
099520.png,picea
002124.png,tilia
087789.png,fagus
085499.png,betula
013263.png,quercus
065942.png,betula
021381.png,pinus
111830.png,fraxinus
064098.png,alnus
003583.png,urticaceae
030062.png,cupressaceae
036344.png,carpinus
081007.png,poaceae
110541.png,poaceae
025403.png,fraxinus
003635.png,fagus
052994.png,fagus
113037.png,tilia
055020.png,poaceae
100530.png,carpinus
018783.png,populus
114102.png,alnus
098520.png,carpinus
020982.png,alnus
113035.png,salix
008444.png,alnus
001370.png,quercus
026691.png,cupressaceae
064508.png,urticaceae
011688.png,tilia
030444.png,salix
072363.png,populus
103786.png,alnus
074376.png,cupressaceae
112402.png,alnus
063759.png,urticaceae
069071.png,tilia
027304.png,quercus
093051.png,fagus
017233.png,cupressaceae
048682.png,pinus
000107.png,picea
030019.png,poaceae
013211.png,tilia
053702.png,populus
091669.png,salix
056582.png,fraxinus
113807.png,urticaceae
050337.png,carpinus
099103.png,fraxinus
015068.png,salix
080397.png,tilia
015851.png,populus
029740.png,cupressaceae
012058.png,quercus
046629.png,populus
061115.png,cupressaceae
095290.png,alnus
037988.png,carpinus
068114.png,poaceae
086771.png,betula
014324.png,urticaceae
060489.png,poaceae
024620.png,pinus
016172.png,alnus
053870.png,pinus
076337.png,picea
064170.png,picea
071639.png,quercus
106073.png,fagus
018252.png,urticaceae
023439.png,salix
006908.png,betula
002758.png,picea
092264.png,quercus
002851.png,quercus
001662.png,quercus
031604.png,corylus
048415.png,poaceae
081758.png,salix
052392.png,alnus
090028.png,fagus
093078.png,fagus
023421.png,corylus
054075.png,fraxinus
001736.png,carpinus
083159.png,picea
052856.png,fagus
032319.png,populus
003985.png,populus
092860.png,tilia
066335.png,corylus
018612.png,carpinus
073745.png,cupressaceae
058141.png,tilia
059601.png,cupressaceae
098609.png,alnus
065560.png,fagus
075085.png,betula
047155.png,cupressaceae
087862.png,salix
038550.png,salix
025054.png,fraxinus
057004.png,urticaceae
082324.png,poaceae
013441.png,corylus
099124.png,betula
083843.png,betula
098702.png,pinus
028574.png,poaceae
082185.png,poaceae
038454.png,salix
058843.png,quercus
071912.png,picea
004003.png,picea
045143.png,tilia
068910.png,populus
013278.png,fraxinus
098400.png,populus
004721.png,carpinus
030109.png,alnus
059713.png,quercus
000212.png,pinus
037280.png,carpinus
112256.png,corylus
081965.png,picea
062164.png,pinus
025991.png,cupressaceae
100375.png,tilia
048317.png,fagus
074965.png,tilia
049684.png,fraxinus
015758.png,salix
078651.png,poaceae
080528.png,betula
069037.png,fagus
036371.png,carpinus
106656.png,populus
078647.png,alnus
039910.png,fraxinus
082140.png,corylus
067924.png,urticaceae
055049.png,carpinus
093278.png,poaceae
060849.png,quercus
082473.png,salix
076398.png,carpinus
109121.png,carpinus
086536.png,cupressaceae
000429.png,alnus
022162.png,alnus
058824.png,urticaceae
067918.png,betula
088734.png,picea
079091.png,corylus
066839.png,poaceae
095314.png,betula
086391.png,alnus
069936.png,quercus
055955.png,fraxinus
019587.png,alnus
007835.png,cupressaceae
092219.png,pinus
077058.png,cupressaceae
099271.png,quercus
048545.png,carpinus
043298.png,picea
047314.png,salix
020308.png,fraxinus
094721.png,poaceae
025248.png,tilia
051674.png,poaceae
079600.png,cupressaceae
110224.png,pinus
054231.png,fagus
101377.png,fagus
097967.png,salix
021904.png,alnus
084041.png,picea
112027.png,poaceae
060190.png,tilia
065671.png,betula
001610.png,fraxinus
093639.png,picea
079691.png,quercus
042656.png,urticaceae
020340.png,carpinus
054182.png,poaceae
015452.png,fagus
036755.png,fraxinus
084694.png,picea
097158.png,fagus
034307.png,pinus
044555.png,salix
045681.png,alnus
109429.png,urticaceae
036370.png,corylus
015645.png,poaceae
105537.png,urticaceae
104424.png,urticaceae
007478.png,cupressaceae
112871.png,carpinus
076840.png,quercus
025168.png,cupressaceae
066601.png,pinus
060925.png,populus
027374.png,fraxinus
073211.png,fraxinus
042504.png,quercus
031273.png,betula
033457.png,cupressaceae
034553.png,fraxinus
087917.png,tilia
075983.png,pinus
048206.png,cupressaceae
082400.png,pinus
073909.png,pinus
049738.png,pinus
104620.png,poaceae
059968.png,alnus
070623.png,quercus
067936.png,carpinus
053372.png,cupressaceae
019314.png,pinus
091834.png,pinus
055241.png,alnus
012746.png,tilia
099394.png,cupressaceae
101026.png,corylus
031600.png,pinus
066706.png,salix
085740.png,pinus
080563.png,quercus
099524.png,alnus
101522.png,poaceae
071012.png,salix
051213.png,carpinus
055982.png,picea
087957.png,pinus
020394.png,fagus
108276.png,cupressaceae
113437.png,tilia
109652.png,betula
070504.png,quercus
063206.png,carpinus
008140.png,betula
033513.png,betula
070736.png,pinus
042024.png,carpinus
003130.png,quercus
038109.png,salix
007568.png,urticaceae
082152.png,corylus
114610.png,poaceae
053375.png,corylus
069706.png,cupressaceae
054072.png,pinus
105078.png,betula
077783.png,urticaceae
018417.png,corylus
055059.png,pinus
076918.png,tilia
006378.png,cupressaceae
080732.png,salix
031252.png,cupressaceae
074720.png,alnus
035181.png,corylus
080152.png,populus
082667.png,urticaceae
045223.png,corylus
103164.png,poaceae
038662.png,carpinus
034550.png,picea
018286.png,quercus
073569.png,tilia
060279.png,fraxinus
074227.png,urticaceae
089962.png,salix
048252.png,cupressaceae
025794.png,carpinus
008844.png,poaceae
001123.png,cupressaceae
004326.png,pinus
066789.png,pinus
011324.png,urticaceae
015895.png,cupressaceae
051887.png,quercus
066220.png,fagus
011497.png,populus
033739.png,populus
042586.png,poaceae
061343.png,corylus
026007.png,betula
069921.png,cupressaceae
079332.png,carpinus
014369.png,corylus
017216.png,poaceae
041724.png,corylus
099209.png,corylus
101068.png,quercus
083514.png,cupressaceae
041212.png,fraxinus
020368.png,picea
112650.png,fagus
005769.png,urticaceae
018307.png,tilia
069922.png,alnus
114328.png,poaceae
091433.png,fagus
034691.png,fraxinus
028068.png,fraxinus
059686.png,fraxinus
038636.png,pinus
112759.png,tilia
080259.png,salix
008763.png,fagus
032463.png,pinus
017128.png,betula
023555.png,pinus
060947.png,pinus
073825.png,populus
102568.png,picea
085209.png,alnus
074164.png,pinus
022096.png,alnus
075651.png,cupressaceae
021199.png,picea
069942.png,urticaceae
050820.png,picea
113583.png,pinus
063307.png,tilia
003214.png,picea
008570.png,poaceae
086039.png,tilia
092955.png,salix
020534.png,salix
057023.png,quercus
086266.png,pinus
030061.png,tilia
088776.png,picea
032975.png,picea
017741.png,corylus
101414.png,pinus
021449.png,corylus
000222.png,salix
039015.png,urticaceae
087085.png,picea
106375.png,salix
072878.png,populus
052969.png,pinus
037676.png,poaceae
105788.png,corylus
042830.png,pinus
068741.png,picea
040809.png,betula
058453.png,fraxinus
077759.png,corylus
091565.png,populus
086959.png,picea
085170.png,corylus
043956.png,quercus
045693.png,betula
092953.png,populus
076870.png,alnus
011050.png,poaceae
066937.png,fraxinus
072229.png,corylus
070751.png,fagus
021006.png,betula
010243.png,cupressaceae
032322.png,alnus
069628.png,salix
041229.png,fraxinus
035478.png,fagus
041483.png,tilia
008196.png,quercus
091991.png,tilia
056023.png,pinus
074675.png,quercus
008709.png,alnus
064159.png,tilia
073690.png,corylus
000640.png,alnus
012828.png,cupressaceae
063654.png,fraxinus
082032.png,carpinus
053000.png,salix
008412.png,cupressaceae
032260.png,pinus
098298.png,alnus
042015.png,poaceae
073445.png,alnus
070758.png,alnus
083110.png,urticaceae
016689.png,alnus
044545.png,poaceae
012888.png,fraxinus
010089.png,fraxinus
107142.png,picea
048376.png,corylus
003195.png,pinus
059170.png,cupressaceae
094819.png,poaceae
008923.png,quercus
113584.png,carpinus
067666.png,populus
076619.png,tilia
009732.png,fraxinus
092545.png,corylus
110694.png,picea
079931.png,tilia
067387.png,poaceae
082026.png,fraxinus
084984.png,betula
092942.png,picea
111244.png,poaceae
087044.png,urticaceae
017230.png,fraxinus
040514.png,fagus
060860.png,pinus
071880.png,picea
108876.png,salix
047697.png,picea
028519.png,betula
079762.png,fraxinus
074814.png,quercus
065994.png,corylus
026116.png,fraxinus
084098.png,populus
064673.png,betula
078286.png,salix
112718.png,pinus
091713.png,cupressaceae
017378.png,quercus
005519.png,tilia
069768.png,urticaceae
103693.png,betula
113471.png,alnus
100202.png,poaceae
066096.png,tilia
062269.png,cupressaceae
098378.png,cupressaceae
035871.png,salix
003099.png,tilia
101976.png,poaceae
027879.png,pinus
022026.png,urticaceae
069199.png,corylus
059387.png,alnus
005363.png,carpinus
052051.png,salix
019653.png,pinus
037408.png,carpinus
001965.png,tilia
036892.png,picea
002933.png,salix
111672.png,populus
030189.png,urticaceae
097286.png,fraxinus
006706.png,fraxinus
077629.png,alnus
016340.png,carpinus
063322.png,cupressaceae
030720.png,fagus
084635.png,picea
047063.png,fraxinus
022302.png,populus
098420.png,poaceae
073242.png,cupressaceae
034516.png,picea
048388.png,fagus
060546.png,populus
113255.png,urticaceae
114805.png,salix
074160.png,salix
062140.png,corylus
061537.png,fagus
111038.png,fagus
000254.png,picea
111510.png,tilia
087695.png,urticaceae
002783.png,fraxinus
021250.png,salix
035636.png,corylus
082318.png,alnus
073816.png,tilia
082173.png,betula
024703.png,pinus
061576.png,salix
076730.png,picea
000141.png,salix
060762.png,cupressaceae
019371.png,quercus
002823.png,poaceae
054005.png,betula
075620.png,picea
082337.png,populus
113308.png,betula
098260.png,corylus
028848.png,populus
019420.png,quercus
094480.png,cupressaceae
110605.png,fagus
020944.png,cupressaceae
071460.png,fraxinus
008019.png,urticaceae
001746.png,carpinus
091916.png,fraxinus
095311.png,fagus
022144.png,quercus
057061.png,urticaceae
081594.png,alnus
028720.png,pinus
055274.png,tilia
069050.png,cupressaceae
010019.png,quercus
032357.png,picea
057271.png,cupressaceae
059637.png,fagus
050689.png,urticaceae
026372.png,poaceae
002035.png,cupressaceae
079411.png,betula
062511.png,betula
032645.png,picea
042460.png,populus
085903.png,carpinus
026263.png,tilia
015846.png,salix
085361.png,picea
114799.png,populus
005714.png,populus
097260.png,populus
056573.png,fraxinus
045191.png,fagus
079563.png,tilia
002670.png,poaceae
094230.png,corylus
080504.png,urticaceae
072098.png,fagus
114401.png,pinus
113946.png,salix
100689.png,picea
071545.png,quercus
034647.png,fraxinus
081698.png,pinus
066208.png,picea
038291.png,poaceae
071575.png,fraxinus
045561.png,quercus
040985.png,corylus
113865.png,tilia
113999.png,cupressaceae
075507.png,betula
105171.png,fagus
081753.png,corylus
016046.png,carpinus
019423.png,fraxinus
074935.png,populus
039185.png,populus
040922.png,populus
041030.png,cupressaceae
010450.png,corylus
101919.png,cupressaceae
109209.png,poaceae
012986.png,betula
071258.png,betula
007914.png,populus
048327.png,cupressaceae
078323.png,populus
033785.png,poaceae
111045.png,urticaceae
046582.png,pinus
082162.png,pinus
042265.png,populus
035100.png,urticaceae
113323.png,salix
107952.png,pinus
023895.png,alnus
084002.png,poaceae
051384.png,corylus
036591.png,urticaceae
011195.png,fraxinus
083998.png,betula
049691.png,carpinus
067674.png,picea
088595.png,quercus
022786.png,carpinus
023924.png,betula
024582.png,carpinus
081736.png,salix
084302.png,salix
061601.png,quercus
084498.png,populus
111817.png,pinus
073890.png,tilia
090659.png,salix
032234.png,poaceae
042237.png,carpinus
103495.png,salix
058152.png,betula
085214.png,pinus
074492.png,salix
046778.png,fraxinus
036245.png,betula
055512.png,tilia
075465.png,populus
045433.png,betula
090147.png,corylus
015994.png,fagus
044640.png,populus
003313.png,pinus
085529.png,cupressaceae
102806.png,fagus
104660.png,populus
098185.png,fraxinus
004413.png,quercus
078998.png,corylus
024739.png,quercus
098741.png,corylus
082749.png,salix
114387.png,quercus
097992.png,cupressaceae
081084.png,cupressaceae
103567.png,carpinus
021258.png,picea
017221.png,carpinus
027519.png,urticaceae
101122.png,cupressaceae
026260.png,salix
059034.png,picea
048178.png,poaceae
073452.png,corylus
056390.png,fraxinus
080858.png,salix
062843.png,populus
009822.png,corylus
098602.png,corylus
036691.png,cupressaceae
096517.png,cupressaceae
091021.png,alnus
009122.png,salix
051585.png,corylus
108404.png,salix
113868.png,urticaceae
106864.png,quercus
102111.png,tilia
005316.png,picea
038092.png,fraxinus
079581.png,cupressaceae
048820.png,fraxinus
090866.png,salix
065019.png,corylus
099108.png,populus
075111.png,picea
044430.png,salix
009935.png,betula
089338.png,urticaceae
098891.png,populus
090867.png,populus
066614.png,tilia
039649.png,pinus
067178.png,pinus
016727.png,fagus
083943.png,populus
105710.png,cupressaceae
026801.png,poaceae
005388.png,carpinus
043749.png,quercus
028015.png,carpinus
044363.png,corylus
085892.png,cupressaceae
036560.png,carpinus
093541.png,fraxinus
087329.png,picea
021502.png,carpinus
081291.png,alnus
071443.png,urticaceae
006904.png,cupressaceae
003309.png,alnus
058003.png,alnus
091523.png,salix
004075.png,picea
011265.png,fraxinus
028471.png,betula
005981.png,picea
051998.png,tilia
074923.png,carpinus
021564.png,populus
065789.png,fraxinus
079971.png,carpinus
010129.png,picea
114523.png,quercus
107498.png,tilia
029429.png,salix
102172.png,salix
063318.png,cupressaceae
022219.png,corylus
083568.png,fraxinus
017864.png,pinus
046360.png,betula
048007.png,quercus
043175.png,quercus
065229.png,salix
083181.png,poaceae
027714.png,urticaceae
041964.png,corylus
054618.png,salix
095581.png,populus
102088.png,pinus
079200.png,carpinus
073001.png,populus
098930.png,fagus
094342.png,fraxinus
